cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,city_pop,job,trans_num,EVENT_TIMESTAMP,ENTITY_TYPE,ENTITY_ID,EVENT_ID,MODEL_SCORES,OUTCOMES,RULE_RESULTS,STATUS
3524574586339330,"fraud_Lubowitz, Terry and Stracke",personal_care,6.5,Ashley,Cabrera,F,94225 Smith Springs Apt. 617,Vero Beach,FL,32960,105638,"Librarian, public",82cb086cbdb4834eb01cd9a1db794d9e,2020-10-14T14:56:28.000Z,customer,unknown,82cb086cbdb4834eb01cd9a1db794d9e,{'fraud_model': 277.0},low_risk,"{""approve"": [""low_risk""]}",Success
30092964733035,fraud_Bailey-Morar,grocery_pos,202.0,Jessica,Terry,F,6412 Elizabeth Gardens Suite 633,Maysville,KY,41056,14228,Advertising account executive,24a0596beef96c1d80ba718bc189a5fa,2020-09-13T10:49:55.000Z,customer,unknown,24a0596beef96c1d80ba718bc189a5fa,{'fraud_model': 62.0},low_risk,"{""approve"": [""low_risk""]}",Success
3549202406645667,"fraud_Huel, Hammes and Witting",grocery_pos,74.61,Larry,Williams,M,6274 David Oval Suite 725,Scarborough,ME,4074,18760,Make,1cd850bacc7067ae59f905bbe8a8c72d,2020-11-25T02:37:46.000Z,customer,unknown,1cd850bacc7067ae59f905bbe8a8c72d,{'fraud_model': 1.0},low_risk,"{""approve"": [""low_risk""]}",Success
3577794103155425,fraud_Schmitt Ltd,misc_net,3.39,Mary,Humphrey,F,9853 Flynn Hollow Apt. 602,Reynolds,ND,58275,733,Visual merchandiser,e99c2fd3da73c3211505279228e45071,2020-12-05T01:48:10.000Z,customer,unknown,e99c2fd3da73c3211505279228e45071,{'fraud_model': 7.0},low_risk,"{""approve"": [""low_risk""]}",Success
3576281490078437,fraud_Wiegand-Lowe,grocery_net,52.6,Chris,Dixon,M,919 Miller Isle,Williams,IN,47470,1735,Financial adviser,f6f0abfdaf3dcaeaae0f3df06c218f24,2020-12-30T01:23:39.000Z,customer,unknown,f6f0abfdaf3dcaeaae0f3df06c218f24,{'fraud_model': 423.0},low_risk,"{""approve"": [""low_risk""]}",Success
675945690716,"fraud_Cormier, Stracke and Thiel",entertainment,71.11,Ellen,Smith,F,285 George Lake,Beaver Falls,PA,15010,28425,Podiatrist,f8f9c041ad0becde8dd724baa799f4c8,2020-12-19T19:38:38.000Z,customer,unknown,f8f9c041ad0becde8dd724baa799f4c8,{'fraud_model': 27.0},low_risk,"{""approve"": [""low_risk""]}",Success
4613314721966,fraud_Deckow-O'Conner,grocery_pos,95.19,Jason,Murphy,M,542 Steve Curve Suite 011,Collettsville,NC,28611,885,Soil scientist,263708d0a0d8384801a4a3b68e3b1359,2020-12-21T06:46:43.000Z,customer,unknown,263708d0a0d8384801a4a3b68e3b1359,{'fraud_model': 2.0},low_risk,"{""approve"": [""low_risk""]}",Success
4170689372027579,"fraud_Cronin, Kshlerin and Weber",health_fitness,70.46,Samuel,Frey,M,830 Myers Plaza Apt. 384,Edmond,OK,73034,116001,Media buyer,1aa895740ed69f76a25bab318171e0bc,2020-12-13T16:25:52.000Z,customer,unknown,1aa895740ed69f76a25bab318171e0bc,{'fraud_model': 103.0},low_risk,"{""approve"": [""low_risk""]}",Success
2285066385084291,"fraud_Monahan, Bogisich and Ledner",misc_pos,281.61,Richard,Brown,M,17819 Jose Mount Suite 657,Heidelberg,MS,39439,4573,"Exhibitions officer, museum/gallery",3f260e8a2c6658d18d0aeede6f51412e,2020-12-08T23:14:09.000Z,customer,unknown,3f260e8a2c6658d18d0aeede6f51412e,{'fraud_model': 325.0},low_risk,"{""approve"": [""low_risk""]}",Success
4239436242473,"fraud_Robel, Cummerata and Prosacco",gas_transport,79.26,James,Leon,M,826 Benjamin Stravenue,Alexandria,VA,22311,321490,"Scientist, biomedical",4c2ffd819baa3f59e37c8ed0c2b965f2,2020-12-12T01:14:45.000Z,customer,unknown,4c2ffd819baa3f59e37c8ed0c2b965f2,{'fraud_model': 7.0},low_risk,"{""approve"": [""low_risk""]}",Success
3559160581764413,fraud_Barrows PLC,shopping_pos,135.19,Allen,Bell,M,70147 Amanda Fields,Saint Bonaventure,NY,14778,1453,Toxicologist,96c233fe7c86fb615a20c6d2b1f3d576,2020-12-18T06:59:17.000Z,customer,unknown,96c233fe7c86fb615a20c6d2b1f3d576,{'fraud_model': 137.0},low_risk,"{""approve"": [""low_risk""]}",Success
6011934240159560,fraud_Cartwright-Harris,grocery_pos,92.2,Joshua,Cohen,M,426 Mark Ports,Brooklin,ME,4616,824,"Loss adjuster, chartered",a3e5f96d3443592a49af03fef20ddade,2020-08-30T03:09:33.000Z,customer,unknown,a3e5f96d3443592a49af03fef20ddade,{'fraud_model': 3.0},low_risk,"{""approve"": [""low_risk""]}",Success
4599735407877245080,"fraud_Feil, Hilpert and Koss",food_dining,37.13,Mary,Myers,F,39787 Pamela Fall Suite 639,Tiptonville,TN,38079,5577,Geochemist,77aa350cca00d8b2dee7e464d88f4e29,2020-11-24T01:26:08.000Z,customer,unknown,77aa350cca00d8b2dee7e464d88f4e29,{'fraud_model': 490.0},low_risk,"{""approve"": [""low_risk""]}",Success
581686439828,fraud_Heathcote LLC,shopping_net,8.46,Larry,House,M,911 Sabrina Trafficway,Cochranton,PA,16314,5507,Retail merchandiser,88507baa092e2dad8a4ff79f290d6421,2020-12-16T18:43:16.000Z,customer,unknown,88507baa092e2dad8a4ff79f290d6421,{'fraud_model': 5.0},low_risk,"{""approve"": [""low_risk""]}",Success
3551217896304745,fraud_Murray Ltd,grocery_net,72.43,Sara,Harris,F,597 Jenny Ford Apt. 543,Tupper Lake,NY,12986,6120,Chartered loss adjuster,47fba353770f632957ee906cc3a91f08,2020-10-06T09:12:02.000Z,customer,unknown,47fba353770f632957ee906cc3a91f08,{'fraud_model': 50.0},low_risk,"{""approve"": [""low_risk""]}",Success
2305336922781618,"fraud_Huel, Hammes and Witting",grocery_pos,116.67,Jeffrey,Rice,M,21447 Powell Circle,Moulton,IA,52572,1132,Probation officer,d9785d3824bc665bdeb62d4e7cbfc49b,2020-12-30T10:05:16.000Z,customer,unknown,d9785d3824bc665bdeb62d4e7cbfc49b,{'fraud_model': 16.0},low_risk,"{""approve"": [""low_risk""]}",Success
4653879239169997,"fraud_Hettinger, McCullough and Fay",home,4.49,Monica,Tucker,F,302 Christina Islands,Smiths Grove,KY,42171,6841,"Therapist, sports",55aaef51f24345f0cf1aa248439d5db7,2020-08-31T13:41:18.000Z,customer,unknown,55aaef51f24345f0cf1aa248439d5db7,{'fraud_model': 9.0},low_risk,"{""approve"": [""low_risk""]}",Success
4003989662068504,fraud_Mraz-Herzog,gas_transport,65.34,Chris,White,M,98897 Bennett Lodge,Bessemer,AL,35022,71463,Radio broadcast assistant,b64fc21a64317448dc21e844ef2dd065,2020-10-13T03:17:09.000Z,customer,unknown,b64fc21a64317448dc21e844ef2dd065,{'fraud_model': 9.0},low_risk,"{""approve"": [""low_risk""]}",Success
4067137330196900,"fraud_Parker, Nolan and Trantow",entertainment,99.6,Christina,Eaton,F,3256 Brooks Field,Eldridge,AL,35554,1186,Politician's assistant,2c501dd1798b67ad8f078ae769e2d1f6,2020-09-05T14:26:46.000Z,customer,unknown,2c501dd1798b67ad8f078ae769e2d1f6,{'fraud_model': 112.0},low_risk,"{""approve"": [""low_risk""]}",Success
346273234529002,fraud_Adams-Barrows,health_fitness,91.41,Donna,Moreno,F,32301 Albert River Suite 364,Ronceverte,WV,24970,4575,Statistician,404b5af31858c81898f49bd63bbd78b8,2020-10-13T17:07:02.000Z,customer,unknown,404b5af31858c81898f49bd63bbd78b8,{'fraud_model': 318.0},low_risk,"{""approve"": [""low_risk""]}",Success
4807552641361,fraud_Fritsch and Sons,health_fitness,38.11,Kimberly,Castro,F,588 Smith Lights Suite 786,Rosewood,OH,43070,133,Professor Emeritus,a0d5042368871cfc664c91edb4bcaf4a,2020-10-07T18:44:38.000Z,customer,unknown,a0d5042368871cfc664c91edb4bcaf4a,{'fraud_model': 609.0},low_risk,"{""approve"": [""low_risk""]}",Success
4651007077623147,fraud_Bins-Rice,gas_transport,56.88,Andrea,Lewis,F,43075 Cohen Shoals,Ashford,WA,98304,759,Video editor,d47561d4acf873f6eacca7b56a56c868,2020-12-04T03:26:10.000Z,customer,unknown,d47561d4acf873f6eacca7b56a56c868,{'fraud_model': 39.0},low_risk,"{""approve"": [""low_risk""]}",Success
30273037698427,fraud_Predovic Inc,shopping_net,296.5,Andrew,Patterson,M,06959 Stephen Branch Suite 246,Thida,AR,72165,111,Careers information officer,61f624ed84c7d6d9ce52a2e486927b6a,2020-09-11T13:18:19.000Z,customer,unknown,61f624ed84c7d6d9ce52a2e486927b6a,{'fraud_model': 522.0},low_risk,"{""approve"": [""low_risk""]}",Success
577588686219,"fraud_Metz, Russel and Metz",kids_pets,12.61,James,Strickland,M,25454 Leonard Lake,Spring Church,PA,15686,972,Public relations account executive,9a4557689d491dcd9340f5fcf5be5d15,2020-12-29T23:50:24.000Z,customer,unknown,9a4557689d491dcd9340f5fcf5be5d15,{'fraud_model': 450.0},low_risk,"{""approve"": [""low_risk""]}",Success
573860193545,fraud_Conroy-Emard,food_dining,5.49,Cristian,Jones,M,0423 Kirby Field Suite 623,Wilmette,IL,60091,27020,Trade mark attorney,6f6126a64b45093e5944ea018ee8e995,2020-11-07T16:17:13.000Z,customer,unknown,6f6126a64b45093e5944ea018ee8e995,{'fraud_model': 62.0},low_risk,"{""approve"": [""low_risk""]}",Success
4239552724014407,"fraud_Bernhard, Grant and Langworth",shopping_pos,7.87,Carl,Hernandez,M,9134 Darryl Flat Suite 916,Paulding,OH,45879,6284,Secondary school teacher,e1977f8623739d6276691b9f747ca660,2020-10-13T03:51:38.000Z,customer,unknown,e1977f8623739d6276691b9f747ca660,{'fraud_model': 32.0},low_risk,"{""approve"": [""low_risk""]}",Success
4393520897625,"fraud_Osinski, Ledner and Leuschke",grocery_pos,94.01,Charles,Rodriguez,M,240 Tracy Forges,Easton,KS,66020,1442,Air broker,c785df67a0905bdd4668e51808029f3e,2020-09-27T05:04:47.000Z,customer,unknown,c785df67a0905bdd4668e51808029f3e,{'fraud_model': 2.0},low_risk,"{""approve"": [""low_risk""]}",Success
4247921790666,fraud_Schulist Ltd,food_dining,52.23,Judith,Moss,F,46297 Benjamin Plains Suite 703,Washington Court House,OH,43160,22305,Television floor manager,9ede0828fd61c9b516d479db57a2b8af,2020-11-02T16:59:01.000Z,customer,unknown,9ede0828fd61c9b516d479db57a2b8af,{'fraud_model': 266.0},low_risk,"{""approve"": [""low_risk""]}",Success
3560725013359375,"fraud_Hermiston, Russel and Price",food_dining,79.62,Brooke,Smith,F,63542 Luna Brook Apt. 012,Notrees,TX,79759,23,Cytogeneticist,fa42e8b71f102ba4b91c813c7e1c47cb,2020-12-06T18:03:29.000Z,customer,unknown,fa42e8b71f102ba4b91c813c7e1c47cb,{'fraud_model': 190.0},low_risk,"{""approve"": [""low_risk""]}",Success
4900628639996,fraud_Friesen Inc,shopping_pos,34.7,Michael,Johnson,M,094 Owens Underpass,Norwalk,CA,90650,105549,Firefighter,f9d05f1f8250d624d17c1a8059a55a9f,2020-11-17T23:24:11.000Z,customer,unknown,f9d05f1f8250d624d17c1a8059a55a9f,{'fraud_model': 29.0},low_risk,"{""approve"": [""low_risk""]}",Success
4104312520615374,fraud_Mohr Inc,shopping_pos,8.2,Brooke,Rodriguez,F,901 Todd Gardens Apt. 466,Mountain Center,CA,92561,1661,"Therapist, music",845d8582a12bbd2c8f2f44ad4b4a1417,2020-12-08T23:32:08.000Z,customer,unknown,845d8582a12bbd2c8f2f44ad4b4a1417,{'fraud_model': 24.0},low_risk,"{""approve"": [""low_risk""]}",Success
676148621961,fraud_Little Ltd,kids_pets,8.0,Jennifer,Vega,F,91644 Crystal Drives,Eagarville,IL,62023,91,Materials engineer,885596fa88da49c4cc4e780ad160ba8e,2020-11-11T17:42:32.000Z,customer,unknown,885596fa88da49c4cc4e780ad160ba8e,{'fraud_model': 707.0},medium_risk,"{""review"": [""medium_risk""]}",Success
4128027264554082,fraud_Kautzer and Sons,personal_care,32.26,Kyle,Park,M,7507 Larry Passage Suite 859,Mount Perry,OH,43760,1831,Barrister's clerk,5254f50e8b0ae8c3161b63e8de1ba23c,2020-12-20T14:47:19.000Z,customer,unknown,5254f50e8b0ae8c3161b63e8de1ba23c,{'fraud_model': 393.0},low_risk,"{""approve"": [""low_risk""]}",Success
2264937662466770,fraud_Pouros-Haag,shopping_pos,5.08,Juan,Sherman,M,5939 Garcia Forges Suite 297,San Antonio,TX,78214,1595797,Land,715cdbd8cbd275dda474a63228311536,2020-12-13T17:25:40.000Z,customer,unknown,715cdbd8cbd275dda474a63228311536,{'fraud_model': 4.0},low_risk,"{""approve"": [""low_risk""]}",Success
30263540414123,fraud_Corwin-Collins,gas_transport,73.89,Erik,Patterson,M,162 Jessica Row Apt. 072,Hatch,UT,84735,258,Geoscientist,308bdf4c73eb5ae7ed666438344660f1,2020-12-20T02:54:31.000Z,customer,unknown,308bdf4c73eb5ae7ed666438344660f1,{'fraud_model': 15.0},low_risk,"{""approve"": [""low_risk""]}",Success
503874407318,fraud_O'Keefe-Wisoky,food_dining,145.51,Andrew,Mcgee,M,4130 Tiffany Glen Apt. 562,San Antonio,TX,78248,1595797,Exhibition designer,765ccf33a53f8eaa45b0805c9c8acadf,2020-12-08T14:05:39.000Z,customer,unknown,765ccf33a53f8eaa45b0805c9c8acadf,{'fraud_model': 371.0},low_risk,"{""approve"": [""low_risk""]}",Success
180094419304907,fraud_Stiedemann Ltd,food_dining,59.86,Sharon,Smith,F,17666 David Valleys,Sun City,CA,92585,54287,"Designer, exhibition/display",f2e257f33c3b80a8550da8ee43e194c3,2020-09-29T19:09:29.000Z,customer,unknown,f2e257f33c3b80a8550da8ee43e194c3,{'fraud_model': 229.0},low_risk,"{""approve"": [""low_risk""]}",Success
2242542703101233,"fraud_Haley, Jewess and Bechtelar",shopping_pos,133.22,Samuel,Jenkins,M,43235 Mckenzie Views Apt. 837,Westport,KY,40077,564,Pensions consultant,53929ca6fd404bd855b6266d212fd9c2,2020-11-23T23:17:32.000Z,customer,unknown,53929ca6fd404bd855b6266d212fd9c2,{'fraud_model': 95.0},low_risk,"{""approve"": [""low_risk""]}",Success
