cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,city_pop,job,trans_num,EVENT_TIMESTAMP,EVENT_LABEL,ENTITY_TYPE,ENTITY_ID,EVENT_ID
4476840372112,"fraud_Klocko LLC",misc_net,59.06,Steven,Walters,M,"3206 Hall Divide Suite 282",Woodville,AL,35776,3395,"Editor, commissioning","83bda778264288ff9fd46f31dab13d34","2020-12-01 17:25:57.0",legit,customer,unknown,"83bda778264288ff9fd46f31dab13d34"
3502377050801561,"fraud_Kilback, Nitzsche and Leffler",travel,16.54,Kathleen,Martin,F,"659 Nicole Cove Suite 560","New Waverly",TX,77358,4993,"Scientist, biomedical","476d49f2929eff7885a2ac39697adc39","2020-09-29 19:12:32.0",legit,customer,unknown,"476d49f2929eff7885a2ac39697adc39"
3567879740649740,fraud_Kling-Ernser,entertainment,10.81,Tanya,Williams,F,"566 Megan Well",Brownville,NY,13615,1271,"Producer, radio","75b78a0b62fb35653f53c29e662112b8","2020-12-20 15:16:49.0",legit,customer,unknown,"75b78a0b62fb35653f53c29e662112b8"
5501083170975659,fraud_Brown-Greenholt,entertainment,79.77,Wayne,Payne,M,"587 Bradley Inlet Suite 281","Cuyahoga Falls",OH,44223,47772,"Equities trader","b6c0d99408f90ef4bd3a8a05151f8026","2020-09-28 09:26:01.0",legit,customer,unknown,"b6c0d99408f90ef4bd3a8a05151f8026"
4377338765909719,fraud_Altenwerth-Kilback,home,12.75,Nicholas,Mcmahon,M,"2123 Jonathan Falls Suite 753",Heiskell,TN,37754,4729,"Geologist, wellsite","1cae4a509257a3dfdc9a1d02374fecba","2020-09-06 18:42:30.0",legit,customer,unknown,"1cae4a509257a3dfdc9a1d02374fecba"
3556613125071656,"fraud_Lebsack and Sons",misc_net,7.71,Jose,Vasquez,M,"572 Davis Mountains","Lake Jackson",TX,77566,28739,"Futures trader","0d7499519e46ef4fc89c68b5770d7769","2020-11-30 17:37:58.0",legit,customer,unknown,"0d7499519e46ef4fc89c68b5770d7769"
4904681492230012,"fraud_Pfeffer and Sons",shopping_pos,3.74,Lisa,Lowe,F,"574 David Locks Suite 207",Cottekill,NY,12419,722,Comptroller,"863b906745cedb65d5f31764c7af3735","2020-09-15 21:08:58.0",legit,customer,unknown,"863b906745cedb65d5f31764c7af3735"
4560004149983868183,"fraud_Rempel PLC",grocery_net,92.33,Stacy,Villegas,F,"20581 Pena Walks","Colorado Springs",CO,80951,525713,"Museum/gallery exhibitions officer","61942efe354fff5f04ad8ef89417bf1b","2020-10-14 09:03:58.0",legit,customer,unknown,"61942efe354fff5f04ad8ef89417bf1b"
580954173374,fraud_Abbott-Rogahn,entertainment,50.96,Jessica,Benitez,F,"31281 Thomas Inlet",Montrose,NY,10548,3487,"Race relations officer","eda89ab0f02e31e7c71382cb03e84cd2","2020-09-17 04:50:43.0",legit,customer,unknown,"eda89ab0f02e31e7c71382cb03e84cd2"
4797297220948468262,"fraud_Quitzon, Green and Bashirian",shopping_pos,3.98,Erica,Briggs,F,"3310 Davidson Spurs Apt. 107",Oolitic,IN,47451,1228,Counsellor,"1a38c615a27a4f8724a8d0f6ca339a81","2020-12-06 22:34:34.0",legit,customer,unknown,"1a38c615a27a4f8724a8d0f6ca339a81"
3543591270174051,fraud_Friesen-Ortiz,personal_care,41.4,Margaret,Lam,F,"6911 Nicholas Keys Apt. 237",Armagh,PA,15920,922,"Early years teacher","93ac6a87c04a9a051f5ee4f12d707ca6","2020-11-20 12:00:19.0",legit,customer,unknown,"93ac6a87c04a9a051f5ee4f12d707ca6"
6593250708747804,fraud_Stamm-Rodriguez,misc_pos,371.66,Melissa,Meza,F,"244 Abbott Parkway",Loxahatchee,FL,33470,26551,Paramedic,"2daafe45bd0c4240f76f80c8204be1fa","2020-12-01 03:31:06.0",legit,customer,unknown,"2daafe45bd0c4240f76f80c8204be1fa"
4972228199573984,"fraud_Fisher Inc",shopping_net,1.3,Brian,Hogan,M,"3316 Cindy Land",Lane,OK,74555,861,"Quantity surveyor","61d6c69cac54cff752afc8944fd9ba99","2020-09-27 08:04:37.0",legit,customer,unknown,"61d6c69cac54cff752afc8944fd9ba99"
2242542703101233,"fraud_Donnelly PLC",misc_net,94.37,Samuel,Jenkins,M,"43235 Mckenzie Views Apt. 837",Westport,KY,40077,564,"Pensions consultant","5d74b2e996ffd6edccb42d4929804184","2020-10-05 18:52:45.0",legit,customer,unknown,"5d74b2e996ffd6edccb42d4929804184"
213153151785052,fraud_Lynch-Wisozk,home,57.2,Rebecca,Conley,F,"181 Moreno Light Apt. 215",Tomahawk,WI,54487,9594,"Seismic interpreter","8191e7a459b56545d88200ffcce884b7","2020-12-05 18:40:43.0",legit,customer,unknown,"8191e7a459b56545d88200ffcce884b7"
4683520018489354,"fraud_Towne, Walker and Borer",grocery_net,39.48,Charles,Carrillo,M,"17547 Stephen Turnpike Apt. 846",Hawthorne,CA,90250,93193,"Editor, magazine features","080b7e5b6b45d9b0f0f584b35e902f97","2020-12-17 02:58:13.0",legit,customer,unknown,"080b7e5b6b45d9b0f0f584b35e902f97"
30103132002433,"fraud_Little, Gutmann and Lynch",shopping_net,9.49,Stephanie,Middleton,F,"99736 Rose Shoals Apt. 504",Morrisdale,PA,16858,3688,"Dispensing optician","0cbbbac707c62f9a7919e6a59324b7f4","2020-12-04 20:55:08.0",legit,customer,unknown,"0cbbbac707c62f9a7919e6a59324b7f4"
2254799658404120,"fraud_Morissette, Weber and Wiegand",grocery_net,48.44,Barbara,Nelson,F,"7337 Browning Falls Suite 027",Valdosta,GA,31605,94325,"Educational psychologist","6c1dfdc9368a23d08c93ac60ec00ddeb","2020-12-22 09:19:40.0",legit,customer,unknown,"6c1dfdc9368a23d08c93ac60ec00ddeb"
3552581383553463,"fraud_Stiedemann Inc",misc_pos,42.53,Jonathan,Castro,M,"200 Christie Mills Apt. 307",Andrews,NC,28901,5354,"Retail buyer","2d8c1909c7523e27d6a8cbfff0f0678a","2020-11-30 01:17:02.0",legit,customer,unknown,"2d8c1909c7523e27d6a8cbfff0f0678a"
30518206766474,"fraud_Wiza LLC",misc_pos,5.55,Tamara,Martinez,F,"471 Marquez Prairie Suite 680",Matthews,MO,63867,1019,"Aeronautical engineer","66c4eb5e68adf834b5b60d87790b27f2","2020-09-10 14:23:00.0",legit,customer,unknown,"66c4eb5e68adf834b5b60d87790b27f2"
3504178999463051,"fraud_Ritchie, Oberbrunner and Cremin",travel,4.51,Drew,Garcia,M,"70858 Jasmine Meadows Apt. 135",Lima,OH,45801,86954,"Copywriter, advertising","df71f4177f670a539e7d3ef05fd4ade5","2020-10-06 13:08:42.0",legit,customer,unknown,"df71f4177f670a539e7d3ef05fd4ade5"
180017442990269,"fraud_Gleason and Sons",kids_pets,73.0,Michelle,Anderson,F,"28311 Dennis Trace",Albany,NY,12222,151022,"Designer, textile","2df1ca0d3ba96ba34e9170e7be7e3458","2020-12-28 12:24:21.0",legit,customer,unknown,"2df1ca0d3ba96ba34e9170e7be7e3458"
6011603272871604,"fraud_Little Ltd",kids_pets,31.77,Robert,Holland,M,"431 Tracy Expressway",Milner,GA,30257,4138,"Field seismologist","15f4f0f15b8366db7e8111034bd96487","2020-11-24 13:42:32.0",legit,customer,unknown,"15f4f0f15b8366db7e8111034bd96487"
30328384440870,"fraud_Jenkins, Hauck and Friesen",gas_transport,59.9,Helen,Campbell,F,"182 Sergio Summit Apt. 129",Browning,MO,64630,602,Cytogeneticist,"1c84c6cf896706b6a20ba2645e6f6536","2020-09-11 08:34:09.0",legit,customer,unknown,"1c84c6cf896706b6a20ba2645e6f6536"
4658117080136,fraud_Hackett-Lueilwitz,grocery_pos,40.88,Dwayne,Martinez,M,"490 Baldwin Alley Apt. 468",Crownpoint,NM,87313,5662,"IT consultant","64161ee7b57b8cdc3be9e1b49424738e","2020-11-06 10:32:56.0",legit,customer,unknown,"64161ee7b57b8cdc3be9e1b49424738e"
5456776410929288,fraud_Beier-Hyatt,shopping_pos,268.57,Taylor,Khan,F,"658 Diane Glen Apt. 677","North Washington",PA,16048,139,"Patent attorney","1ebd8b595b396c35be3348e761f26d7e","2020-09-10 11:22:09.0",legit,customer,unknown,"1ebd8b595b396c35be3348e761f26d7e"
3595111028444131,fraud_Pacocha-Weissnat,kids_pets,85.01,Jeffery,Sanders,M,"5278 Sarah Station Apt. 009",Cardwell,MO,63829,1120,"Television floor manager","6d86fdedec37e4913b416e94ccb0597c","2020-10-28 18:15:25.0",legit,customer,unknown,"6d86fdedec37e4913b416e94ccb0597c"
4292902571056973207,fraud_Prohaska-Murray,gas_transport,43.97,Jeffrey,Smith,M,"135 Joseph Mountains",Sula,MT,59871,218,"Therapist, horticultural","9c96545f0b356d000e4b95b6c2a6fcd3","2020-10-29 00:13:36.0",legit,customer,unknown,"9c96545f0b356d000e4b95b6c2a6fcd3"
4467456915153312231,"fraud_Schuppe, Nolan and Hoeger",shopping_pos,8.39,Rita,Myers,F,"75703 Hernandez Corner Suite 348",Tampa,FL,33620,717255,"Waste management officer","bcf9f6737efc8ad369de5604fef74e56","2020-12-07 03:22:53.0",legit,customer,unknown,"bcf9f6737efc8ad369de5604fef74e56"
342952484382519,"fraud_O'Keefe-Wisoky",food_dining,31.48,Kayla,Jones,F,"6033 Young Track Suite 804","East Canaan",CT,6024,647,Comptroller,"aa9feb6e6d53d55ff461351fe2a4c164","2020-10-27 17:47:59.0",legit,customer,unknown,"aa9feb6e6d53d55ff461351fe2a4c164"
6593250708747804,"fraud_Kuhn LLC",shopping_pos,144.56,Melissa,Meza,F,"244 Abbott Parkway",Loxahatchee,FL,33470,26551,Paramedic,"071c761f67ad6100dcfe25915c4d5077","2020-11-29 17:21:50.0",legit,customer,unknown,"071c761f67ad6100dcfe25915c4d5077"
375534208663984,fraud_Fadel-Hilpert,health_fitness,74.68,Tyler,Garcia,M,"408 Bradley Rest","Doe Hill",VA,24433,99,"Dance movement psychotherapist","b3335cd94be1824afbca9ad3edebf1a1","2020-10-30 21:56:08.0",legit,customer,unknown,"b3335cd94be1824afbca9ad3edebf1a1"
180094419304907,fraud_McKenzie-Huels,food_dining,80.2,Sharon,Smith,F,"17666 David Valleys","Sun City",CA,92585,54287,"Designer, exhibition/display","c19b9dbbe4ff61e2a7017950c363d3e6","2020-11-23 19:54:07.0",legit,customer,unknown,"c19b9dbbe4ff61e2a7017950c363d3e6"
2288813824604479,"fraud_Heathcote LLC",shopping_net,171.81,Barbara,Norman,F,"6278 Stephanie Unions","New York City",NY,10039,1577385,Herbalist,"88cbff93f904a91e4e3eeb7fdc5e542c","2020-12-22 22:28:15.0",legit,customer,unknown,"88cbff93f904a91e4e3eeb7fdc5e542c"
6592861994408652,fraud_Koepp-Parker,grocery_pos,122.87,Ashley,Whitehead,F,"58188 Madison Meadow Apt. 949",Cowlesville,NY,14037,1166,"Colour technologist","7febc3909f65f3920a14662523f8d0ee","2020-12-28 08:41:32.0",legit,customer,unknown,"7febc3909f65f3920a14662523f8d0ee"
2706977570537524,"fraud_Medhurst, Cartwright and Ebert",personal_care,80.9,David,Serrano,M,"4739 Martin Common",Zaleski,OH,45698,341,"Accounting technician","a83354b8773dc7a5c5f636a9f30d3dc6","2020-12-20 12:48:40.0",legit,customer,unknown,"a83354b8773dc7a5c5f636a9f30d3dc6"
30235268718158,"fraud_Skiles LLC",home,42.92,Kenneth,Doyle,M,"8614 Reed Glen","West Harrison",NY,10604,11250,Lexicographer,"e5613a08add8fa8286f4e448f2ea784d","2020-10-05 23:22:54.0",legit,customer,unknown,"e5613a08add8fa8286f4e448f2ea784d"
4497451418073897078,"fraud_Upton PLC",entertainment,261.55,Elizabeth,Glover,F,"246 Stewart Green Suite 149","West Monroe",LA,71291,54185,"Radiographer, diagnostic","124681bdaa50f61c78f442fc1173d4e9","2020-12-28 17:32:51.0",legit,customer,unknown,"124681bdaa50f61c78f442fc1173d4e9"
378278619832195,"fraud_Fadel, Mertz and Rippin",entertainment,20.73,Mary,Mcintyre,F,"77921 Costa Villages",Eugene,OR,97403,191096,"Scientist, physiological","1d92571c354d2683d0df4f1e77ed974f","2020-12-28 00:15:52.0",legit,customer,unknown,"1d92571c354d2683d0df4f1e77ed974f"
2264937662466770,"fraud_Stroman, Hudson and Erdman",gas_transport,62.32,Juan,Sherman,M,"5939 Garcia Forges Suite 297","San Antonio",TX,78214,1595797,Land,"573b6112bf531db1d27faa493affd248","2020-11-02 04:11:51.0",legit,customer,unknown,"573b6112bf531db1d27faa493affd248"
377026671291680,"fraud_Durgan, Gislason and Spencer",home,16.55,Jackie,Davis,F,"1898 Parker Fork Apt. 057",Redford,MO,63665,241,"Investment analyst","c3d1112d1d3d6112fbc953b85f230f8b","2020-09-07 19:10:47.0",legit,customer,unknown,"c3d1112d1d3d6112fbc953b85f230f8b"
675990301623,fraud_Goodwin-Nitzsche,grocery_pos,131.04,Amanda,Spencer,F,"6682 Green Forks",Ogdensburg,NJ,7439,2456,"Senior tax professional/tax inspector","b12d11e10b3befff1281022e8fcd529d","2020-12-13 06:29:25.0",legit,customer,unknown,"b12d11e10b3befff1281022e8fcd529d"
503848303379,fraud_Metz-Boehm,shopping_pos,3.22,Gregory,Wallace,M,"27203 Darrell Landing","Saint James City",FL,33956,3776,"Sport and exercise psychologist","b747a0963cc7b34a6e8ab897fae4cdf4","2020-09-14 15:58:27.0",legit,customer,unknown,"b747a0963cc7b34a6e8ab897fae4cdf4"
4124536010991657,"fraud_Pagac LLC",shopping_pos,1.91,Sydney,Montoya,F,"265 Christian Summit Suite 231",Fairhope,AL,36532,27829,"Presenter, broadcasting","287172fd159c4cbde5be11abf3500d56","2020-12-24 11:31:50.0",legit,customer,unknown,"287172fd159c4cbde5be11abf3500d56"
3560797065840735,"fraud_Marks Inc",gas_transport,50.06,Janet,Turner,F,"0925 Lang Extensions",Shields,ND,58569,77,"Film/video editor","f5fe3d9869255e8dcd8b27a87c31fc6d","2020-12-07 04:31:01.0",legit,customer,unknown,"f5fe3d9869255e8dcd8b27a87c31fc6d"
30234966027947,"fraud_Waelchi Inc",kids_pets,17.59,Matthew,Lambert,M,"7188 Melissa Crest Apt. 151","New Holstein",WI,53061,5196,"Child psychotherapist","7ef607abed0f771e8fb8d45a8e61723e","2020-12-15 13:57:35.0",legit,customer,unknown,"7ef607abed0f771e8fb8d45a8e61723e"
4586810168620942,"fraud_Schuppe LLC",entertainment,181.87,Michelle,Gregory,F,"6983 Carrillo Isle","Edisto Island",SC,29438,2408,"Sales professional, IT","fc59478a8b77edb085601316cc538de3","2020-12-14 13:44:51.0",legit,customer,unknown,"fc59478a8b77edb085601316cc538de3"
6515067575568369,"fraud_Nienow PLC",entertainment,3.72,Kevin,Pena,M,"2674 Bentley Radial",Damascus,VA,24236,3085,"Land/geomatics surveyor","404225611881acd29695cde1792daf7c","2020-09-15 13:53:04.0",legit,customer,unknown,"404225611881acd29695cde1792daf7c"
36078114201167,"fraud_McCullough Group",grocery_net,24.6,Christopher,Horn,M,"956 Sanchez Highway",Mallie,KY,41836,798,"Facilities manager","0b47364b3599ca0ae10e09cfd0283479","2020-12-28 08:47:49.0",legit,customer,unknown,"0b47364b3599ca0ae10e09cfd0283479"
3500969075198072,"fraud_Volkman Ltd",misc_net,171.28,Kenneth,Sanchez,M,"0110 Ashley Forest",Tekoa,WA,99033,895,"Clothing/textile technologist","f98cd72c2ecc555df179d507414d516c","2020-09-17 16:24:48.0",legit,customer,unknown,"f98cd72c2ecc555df179d507414d516c"
180064817343047,"fraud_Johnson, Runolfsdottir and Mayer",misc_net,228.46,Patricia,Gonzalez,F,"8973 Mark Drive",Stephensport,KY,40170,344,"Chartered public finance accountant","806deacb43711946eaa36d1adb895638","2020-10-06 10:10:09.0",legit,customer,unknown,"806deacb43711946eaa36d1adb895638"
6011860238257910,"fraud_Zboncak LLC",food_dining,46.73,Lisa,Mendez,F,"44259 Beth Station Suite 215",Lahoma,OK,73754,1078,"Programme researcher, broadcasting/film/video","b929fcaec07f420cf499b76959101ab5","2020-09-20 12:09:27.0",legit,customer,unknown,"b929fcaec07f420cf499b76959101ab5"
4390966588600992777,fraud_Marvin-Lind,personal_care,69.73,Kyle,Simmons,M,"8149 Harris Divide","Oklahoma City",OK,73134,640470,"Advertising copywriter","1b0dade84ab910b33a3138566f806e56","2020-12-13 13:19:33.0",legit,customer,unknown,"1b0dade84ab910b33a3138566f806e56"
3561963695236764,fraud_McKenzie-Huels,food_dining,50.71,Michael,Lee,M,"7915 Dawn Roads Apt. 544","Shelter Island",NY,11964,1858,"Clinical biochemist","3768f12649070e9956a71cec6fe5dba8","2020-09-26 12:02:56.0",legit,customer,unknown,"3768f12649070e9956a71cec6fe5dba8"
4997733566924489,"fraud_Kunze Inc",grocery_pos,221.19,Stephanie,Taylor,F,"598 Martin Pine Suite 365","Saint Paul",MN,55128,753116,"Fisheries officer","91d0f0152b5bdc13e987b74b6799c26e","2020-12-25 11:22:08.0",legit,customer,unknown,"91d0f0152b5bdc13e987b74b6799c26e"
3587960728692500,"fraud_Little, Gutmann and Lynch",shopping_net,6.17,Kathy,Hughes,F,"02110 Lucas Freeway Suite 517","Battle Creek",IA,51006,1075,"Teacher, early years/pre","00d39c54722e2de124ebccedd67a5a44","2020-10-20 18:27:38.0",legit,customer,unknown,"00d39c54722e2de124ebccedd67a5a44"
30596478689301,"fraud_Fritsch and Sons",health_fitness,146.68,Daniel,Graham,M,"28223 Ward Summit Apt. 664",Arvada,CO,80005,122111,"Hotel manager","4ee7e6b9b34c0beed5f222b8f41b1286","2020-12-17 16:51:25.0",legit,customer,unknown,"4ee7e6b9b34c0beed5f222b8f41b1286"
30270432095985,fraud_Flatley-Durgan,misc_net,5.97,Lisa,Lin,F,"908 Brooks Brook",Lomax,IL,61454,725,"Environmental consultant","577d10916dc47975757a1f9bd5a6b90c","2020-10-02 23:10:54.0",legit,customer,unknown,"577d10916dc47975757a1f9bd5a6b90c"
30501624614310,"fraud_Carroll PLC",health_fitness,34.87,Amanda,Smith,F,"180 Graves Shore",Scotia,SC,29939,302,"Magazine features editor","90dc69dc42cb4d8a795f23a656eccf40","2020-10-10 12:30:00.0",legit,customer,unknown,"90dc69dc42cb4d8a795f23a656eccf40"
3573386445588324,fraud_Dibbert-Green,entertainment,30.1,Stephanie,Murphy,F,"526 Stacy Walks",Barnard,SD,57426,63,"Systems developer","9e0e7a57f7c014bd2241f53e1865cd36","2020-11-06 18:03:29.0",legit,customer,unknown,"9e0e7a57f7c014bd2241f53e1865cd36"
180072527505094,fraud_Kling-Ernser,entertainment,49.49,Cody,Miller,M,"25748 John Wells",Mooresville,NC,28117,69793,"Control and instrumentation engineer","39bc2ea645f0f77e0a9f5acd63e479c3","2020-10-03 11:17:23.0",legit,customer,unknown,"39bc2ea645f0f77e0a9f5acd63e479c3"
30234966027947,fraud_Stoltenberg-Beatty,shopping_pos,12.86,Matthew,Lambert,M,"7188 Melissa Crest Apt. 151","New Holstein",WI,53061,5196,"Child psychotherapist","670e6a4989d99e542cbcc52480dc08c7","2020-12-01 15:47:19.0",legit,customer,unknown,"670e6a4989d99e542cbcc52480dc08c7"
4740713119940984,"fraud_Torp, Muller and Borer",health_fitness,18.77,Heather,Hines,F,"13776 Hicks Plains",Pomona,NY,10970,9993,"Pensions consultant","9357daf500147bceef2c313de1d1151c","2020-12-19 23:01:28.0",legit,customer,unknown,"9357daf500147bceef2c313de1d1151c"
373905417449658,fraud_Turcotte-Halvorson,misc_pos,133.51,Sarah,Bishop,F,"554 Mcdonald Valley Apt. 539",Meridian,TX,76665,2526,Phytotherapist,"956bd843d1e05b8b1ac7a8a3c80ee4cb","2020-12-15 02:44:55.0",legit,customer,unknown,"956bd843d1e05b8b1ac7a8a3c80ee4cb"
2512312531485080,"fraud_Carroll PLC",health_fitness,12.43,John,Mccormick,M,"79414 Clark Lakes Suite 966",Warren,MI,48088,134056,"Producer, radio","462f20881e61d354c7989ab358063ba2","2020-10-19 23:59:51.0",legit,customer,unknown,"462f20881e61d354c7989ab358063ba2"
3599237318576484,fraud_Dibbert-Green,entertainment,180.89,Jessica,Smith,F,"06808 Ryan Valleys",Dubre,KY,42731,341,"Insurance risk surveyor","9669c0af3ec66ec53055073be23cd96a","2020-10-18 20:42:11.0",legit,customer,unknown,"9669c0af3ec66ec53055073be23cd96a"
3587960728692500,"fraud_Dickinson Ltd",personal_care,25.43,Kathy,Hughes,F,"02110 Lucas Freeway Suite 517","Battle Creek",IA,51006,1075,"Teacher, early years/pre","14f52d9454ab58497f8329bb8e9d80fb","2020-12-17 17:40:39.0",legit,customer,unknown,"14f52d9454ab58497f8329bb8e9d80fb"
501899453424,"fraud_Effertz, Welch and Schowalter",entertainment,1.24,Jessica,Dominguez,F,"06393 Nancy Parkways Suite 855",Gadsden,AL,35903,67082,"Ceramics designer","3f1f6f6da5f1da7f35e55c95d45f1363","2020-12-25 09:55:24.0",legit,customer,unknown,"3f1f6f6da5f1da7f35e55c95d45f1363"
4128027264554082,"fraud_Volkman Ltd",misc_net,218.38,Kyle,Park,M,"7507 Larry Passage Suite 859","Mount Perry",OH,43760,1831,"Barrister's clerk","1b2e7205e6ae296873038aee2664ee94","2020-12-14 07:26:18.0",legit,customer,unknown,"1b2e7205e6ae296873038aee2664ee94"
180018375329178,"fraud_O'Hara-Wilderman",food_dining,62.04,Michelle,Woods,F,"952 Joseph Throughway",Munith,MI,49259,2523,"Geophysicist/field seismologist","c390a3d4cc5527ec5c4d0d6f3233e76e","2020-11-08 17:11:26.0",legit,customer,unknown,"c390a3d4cc5527ec5c4d0d6f3233e76e"
571365235126,"fraud_Monahan, Hermann and Johns",travel,2.12,Barbara,Taylor,F,"0069 Robin Brooks Apt. 695",Elberta,MI,49628,372,"Exhibitions officer, museum/gallery","1f4d21be6c26ed62951970acf1666f28","2020-09-14 16:12:45.0",legit,customer,unknown,"1f4d21be6c26ed62951970acf1666f28"
4560004149983868183,"fraud_Moen, Reinger and Murphy",grocery_pos,221.31,Stacy,Villegas,F,"20581 Pena Walks","Colorado Springs",CO,80951,525713,"Museum/gallery exhibitions officer","7cfc2751aa0da10db6068c956b1743a2","2020-12-20 01:16:20.0",legit,customer,unknown,"7cfc2751aa0da10db6068c956b1743a2"
377834944388609,fraud_Douglas-White,entertainment,4.44,Michael,Jackson,M,"539 Underwood Divide","Pea Ridge",AR,72751,6434,"Product designer","f79761c41bc4b378e2cbc53c832f592f","2020-12-31 11:26:38.0",legit,customer,unknown,"f79761c41bc4b378e2cbc53c832f592f"
36913587729122,"fraud_Dibbert and Sons",entertainment,28.9,Ana,Mccormick,F,"4503 Patricia Route",Meridian,ID,83646,84106,"Intelligence analyst","99dab1c163cca892014a8067501d3b19","2020-09-15 19:57:16.0",legit,customer,unknown,"99dab1c163cca892014a8067501d3b19"
3560697798177746,"fraud_Zboncak LLC",food_dining,47.03,Matthew,Young,M,"8840 Miller Port Suite 645","Indian Wells",CA,92210,4677,"Learning mentor","f498a00ecfc7c6d66bd4030ef91ff80b","2020-12-07 11:34:41.0",legit,customer,unknown,"f498a00ecfc7c6d66bd4030ef91ff80b"
2254917871818484,"fraud_Hettinger, McCullough and Fay",home,174.71,Margaret,Gibson,F,"382 Williams Stream Suite 197",Scotland,MD,20687,313,"Insurance underwriter","327c9014e40ec3c257e76d07a47e4c9d","2020-11-02 20:36:43.0",legit,customer,unknown,"327c9014e40ec3c257e76d07a47e4c9d"
3541554378551366,"fraud_Larkin, Stracke and Greenfelder",entertainment,2.58,Brianna,Wilson,F,"257 Victor Stravenue",Hampton,VA,23666,136895,"Accounting technician","068fba1bcdb867b5236a032204e81a8e","2020-12-07 03:41:23.0",legit,customer,unknown,"068fba1bcdb867b5236a032204e81a8e"
6538441737335434,"fraud_Douglas, Schneider and Turner",shopping_pos,182.18,Gina,Grimes,F,"444 Robert Mews","Clarks Mills",PA,16114,606,"Energy manager","45a647796940b7d21e2c5330a2594204","2020-09-18 18:39:15.0",legit,customer,unknown,"45a647796940b7d21e2c5330a2594204"
4025612008285111,"fraud_Homenick LLC",personal_care,74.94,Krystal,Key,F,"23142 Montoya Island Apt. 742",Corsica,PA,15829,1274,"Maintenance engineer","9df54c4293ed252462a2309a7335c365","2020-12-02 15:18:39.0",legit,customer,unknown,"9df54c4293ed252462a2309a7335c365"
2703186189652095,"fraud_Rodriguez Group",gas_transport,79.88,Jennifer,Banks,F,"561 Perry Cove","Moravian Falls",NC,28654,3495,"Psychologist, counselling","1b56992fd5430cd1737e3d83e627e953","2020-12-26 10:48:17.0",legit,customer,unknown,"1b56992fd5430cd1737e3d83e627e953"
